date,BK,FANG,JNJ,LUV,MU,NKE,SBUX,T,WDC,WRK
2018-10-26,45.47,113.76,113.76,49.58,35.4,72.07,58.07,29.09,44.19,41.55
2018-10-29,45.77,108.17,108.17,47.91,34.66,72.19,58.37,29.64,41.55,40.94
2018-10-30,46.92,109.88,109.88,49.15,36.01,74.51,58.59,30.47,41.37,42.84
2018-10-31,47.33,112.36,112.36,49.1,37.72,75.04,58.27,30.68,43.07,42.97
2018-11-01,47.52,115.45,115.45,50.95,40.12,76.79,58.63,30.49,47.08,44.76
2018-11-02,47.21,114.32,114.32,51.82,40.32,76.58,64.32,30.52,47.74,44.67
2018-11-05,47.97,115.99,115.99,51.42,39.92,77.53,64.48,30.63,48.36,45.37
2018-11-06,48.32,113.37,113.37,51.86,39.8,76.57,66.01,30.96,48.9,46.73
2018-11-07,48.77,115.87,115.87,52.88,40.93,77.97,68.16,31.1,48.53,46.8
2018-11-08,49.03,110.65,110.65,52.72,40.44,77.78,68.72,31.04,47.56,46.35
2018-11-09,48.5,113.85,113.85,52.49,39.11,76.36,68.6,30.69,45.73,45.81
2018-11-12,47.98,110.23,110.23,51.89,37.44,75.1,67.91,30.78,43.46,44.79
2018-11-13,48.2,107.85,107.85,52.73,37.85,75.2,67.41,30.33,44.69,45.33
2018-11-14,48.23,108.71,108.71,52.48,38.03,75.2,67.04,30.51,45.05,45.56
2018-11-15,49.22,112.24,112.24,53.23,39.91,74.33,67.62,30.12,46.73,45.43
2018-11-16,49.39,114.31,114.31,52.58,39.44,74.74,68.16,30.29,46.6,46.15
2018-11-19,50.12,113.81,113.81,52.39,36.83,72.52,67.91,30.35,45.11,46.07
2018-11-20,49.38,108.73,108.73,51.57,36.12,71.12,67.18,29.42,45.68,45.73
2018-11-21,49.96,109.23,109.23,52.25,36.38,72.37,66.77,29.77,46.9,45.55
2018-11-23,49.86,104.88,104.88,52.68,36.4,71.49,65.7,29.36,47.34,45.32
2018-11-26,50.93,109.31,109.31,52.76,36.57,72.71,65.69,29.95,47.92,46.43
2018-11-27,51.37,109.84,109.84,52.79,37.0,72.09,66.08,30.44,48.68,46.56
2018-11-28,51.61,109.8,109.8,53.08,38.71,74.66,66.82,30.74,48.15,46.45
2018-11-29,50.68,112.0,112.0,53.23,37.91,74.34,66.88,30.57,45.52,46.35
2018-11-30,51.31,110.38,110.38,54.61,38.56,75.12,66.72,31.24,45.39,47.11
2018-12-03,50.64,112.17,112.17,54.37,40.03,77.94,67.5,31.71,46.37,47.27
2018-12-04,48.7,105.08,105.08,52.8,36.88,75.79,66.65,30.73,43.04,46.51
2018-12-06,47.84,101.82,101.82,53.6,37.67,75.54,66.55,30.53,43.6,46.21
2018-12-07,47.71,102.7,102.7,51.36,35.31,73.34,65.47,30.14,42.03,45.29
2018-12-10,47.56,100.63,100.63,51.14,34.8,72.51,65.49,29.91,41.66,44.21
2018-12-11,47.67,100.04,100.04,51.08,35.21,73.57,65.92,29.7,41.6,44.2
2018-12-12,48.06,98.49,98.49,50.9,36.03,74.32,66.13,30.16,40.97,44.41
2018-12-13,48.09,96.32,96.32,50.34,35.02,72.93,66.91,29.91,39.96,43.86
2018-12-14,48.67,92.71,92.71,50.09,34.2,72.53,65.34,30.22,38.78,44.37
2018-12-17,48.98,88.54,88.54,49.39,33.88,69.9,64.47,29.86,38.25,40.19
2018-12-18,46.73,87.93,87.93,49.6,34.11,71.15,64.92,29.75,38.72,40.25
2018-12-19,45.5,90.6,90.6,48.78,31.41,68.97,64.06,29.82,36.58,39.36
2018-12-20,45.01,89.03,89.03,47.07,31.28,67.53,62.15,28.65,36.69,38.28
2018-12-21,44.64,88.77,88.77,45.95,30.32,72.37,61.39,28.31,35.9,36.94
2018-12-24,44.49,85.67,85.67,44.4,29.02,68.1,60.56,27.36,35.06,35.24
2018-12-26,46.16,91.99,91.99,46.72,30.89,73.01,63.08,28.08,36.93,37.31
2018-12-27,46.82,92.88,92.88,46.8,31.93,73.67,63.2,28.15,36.89,37.93
2018-12-28,46.65,91.89,91.89,46.76,31.57,73.34,63.39,28.46,36.74,37.27
2018-12-31,47.07,92.7,92.7,46.48,31.73,74.14,64.4,28.54,36.97,37.76
2019-01-02,47.5,95.22,95.22,47.14,32.75,74.06,64.32,29.54,38.26,38.89
2019-01-03,46.56,96.16,96.16,45.61,31.0,72.75,61.53,29.58,35.65,38.23
2019-01-04,47.91,99.93,99.93,47.86,32.7,74.65,63.57,30.34,37.16,39.88
2019-01-07,47.8,102.63,102.63,47.87,34.0,75.72,63.57,30.89,38.48,39.95
2019-01-08,47.62,104.95,104.95,47.54,33.74,76.73,63.62,31.28,38.11,39.84
2019-01-09,47.76,106.79,106.79,49.08,35.44,76.59,63.88,30.1,39.79,39.0
2019-01-10,47.47,106.13,106.13,48.99,35.91,76.42,64.19,30.4,39.81,40.29
2019-01-11,48.08,104.1,104.1,48.52,36.01,76.04,63.73,30.87,40.03,40.95
2019-01-14,48.42,104.51,104.51,48.76,34.67,76.09,63.37,30.62,38.06,40.2
2019-01-15,49.41,105.01,105.01,49.61,33.99,77.88,64.08,30.6,37.68,40.38
2019-01-16,50.43,105.64,105.64,49.78,33.58,77.68,63.77,30.56,37.83,40.32
2019-01-17,51.53,105.65,105.65,50.59,33.88,79.13,64.28,30.64,36.47,40.57
2019-01-18,52.66,106.89,106.89,51.57,35.76,80.45,64.7,30.96,39.2,41.42
2019-01-22,52.59,101.46,101.46,50.54,33.87,80.75,65.39,30.58,37.56,41.26
2019-01-23,53.06,101.33,101.33,51.02,34.24,80.5,66.43,30.89,37.62,41.03
2019-01-24,53.71,101.56,101.56,54.21,36.59,80.44,64.74,30.6,40.14,41.83
2019-01-25,53.4,102.21,102.21,54.98,38.96,80.61,67.09,30.66,43.16,42.29
2019-01-28,53.44,100.3,100.3,55.52,38.08,80.32,66.9,30.67,44.0,41.68
2019-01-29,52.61,100.16,100.16,56.37,37.39,80.22,67.04,30.7,42.55,41.45
2019-01-30,52.53,102.26,102.26,57.49,38.24,81.28,68.15,29.37,43.83,41.46
2019-01-31,52.32,103.12,103.12,56.76,38.22,81.88,68.14,30.06,44.99,40.71
2019-02-01,52.62,102.89,102.89,57.13,39.6,81.51,68.11,30.0,47.0,38.7
2019-02-04,52.38,104.55,104.55,58.29,39.47,81.99,67.58,29.61,47.85,38.0
2019-02-05,52.62,101.88,101.88,57.88,39.37,82.86,69.34,29.63,47.41,38.26
2019-02-06,52.32,101.65,101.65,57.61,41.52,82.71,68.85,29.56,48.0,38.64
2019-02-07,52.11,97.96,97.96,57.48,39.38,82.39,69.14,29.45,45.86,37.9
2019-02-08,51.83,96.6,96.6,57.65,38.58,82.36,69.75,29.55,46.71,37.81
2019-02-11,52.01,97.86,97.86,58.28,38.58,83.68,69.99,29.71,45.93,37.67
2019-02-12,52.84,98.68,98.68,57.7,40.4,84.71,69.75,29.81,47.26,38.71
2019-02-13,52.43,101.02,101.02,58.0,41.68,85.4,70.51,29.84,47.69,39.14
2019-02-14,51.77,103.83,103.83,58.0,42.23,84.68,70.84,29.79,47.98,38.38
2019-02-15,52.99,105.5,105.5,57.7,41.99,85.38,70.71,30.47,47.65,39.05
2019-02-19,52.99,104.8,104.8,57.67,41.96,84.57,70.2,30.63,48.0,39.26
2019-02-20,53.32,106.45,106.45,54.41,42.21,84.84,70.39,30.85,48.46,40.32
2019-02-21,52.95,102.14,102.14,54.31,41.53,83.95,70.7,30.83,47.19,39.26
2019-02-22,53.22,104.03,104.03,53.62,42.57,84.76,71.3,31.15,49.49,39.27
2019-02-25,52.93,105.29,105.29,53.96,42.75,85.17,71.05,31.13,51.36,39.67
2019-02-26,53.04,105.51,105.51,53.69,42.96,85.8,71.14,31.22,50.97,39.23
2019-02-27,52.75,105.49,105.49,53.85,41.32,86.17,70.15,31.06,48.54,38.6
2019-02-28,52.48,102.93,102.93,56.04,40.88,85.73,70.26,31.12,50.3,37.38
2019-03-01,52.69,104.79,104.79,54.34,41.58,87.16,70.85,30.82,51.66,37.55
2019-03-04,51.91,104.67,104.67,53.83,41.06,85.64,70.95,29.98,52.61,38.31
2019-03-05,52.65,102.62,102.62,53.39,39.99,85.44,71.58,29.95,50.74,38.53
2019-03-06,52.06,100.05,100.05,53.06,37.93,85.13,71.27,29.81,48.12,37.89
2019-03-07,51.23,97.76,97.76,52.43,37.83,85.26,70.61,29.92,46.99,37.41
2019-03-08,51.48,95.5,95.5,51.77,38.65,84.8,69.36,29.96,47.48,37.7
2019-03-11,51.83,97.58,97.58,51.61,39.03,85.82,69.68,30.22,49.66,38.79
2019-03-12,51.91,100.5,100.5,50.4,39.25,85.43,70.05,30.63,49.15,39.55
2019-03-13,52.44,103.42,103.42,50.61,38.83,85.93,70.1,30.28,48.99,39.58
2019-03-14,52.76,104.21,104.21,51.16,38.41,86.87,70.74,30.28,47.58,39.16
2019-03-15,53.12,102.39,102.39,51.37,39.54,86.8,70.67,30.67,48.1,37.55
2019-03-18,53.98,104.54,104.54,51.08,39.61,87.82,70.84,30.8,48.29,38.28
2019-03-19,53.12,103.18,103.18,50.74,40.37,87.69,71.38,30.68,47.88,38.46
2019-03-20,51.98,105.18,105.18,49.7,40.13,86.69,71.63,30.51,47.17,37.65
2019-03-21,51.89,105.91,105.91,50.74,43.99,88.01,72.26,31.06,51.78,38.1
2019-03-22,50.5,101.37,101.37,49.32,41.62,82.19,71.96,31.07,48.39,36.75
2019-03-25,50.28,100.98,100.98,48.69,40.55,82.33,72.3,30.77,47.89,36.61
2019-03-26,50.84,102.61,102.61,48.75,40.32,83.38,72.96,31.39,47.08,37.66
2019-03-27,50.1,102.35,102.35,49.83,39.23,83.09,72.74,31.4,45.38,37.56
2019-03-28,50.39,102.54,102.54,50.45,39.34,84.04,73.96,31.01,45.75,37.98
2019-03-29,50.43,101.53,101.53,51.91,41.33,84.21,74.34,31.36,48.06,38.35
2019-04-01,51.46,103.69,103.69,52.41,42.25,85.23,73.96,31.95,49.31,39.77
2019-04-02,51.35,102.49,102.49,52.71,42.44,84.37,74.27,31.63,50.38,38.95
2019-04-03,51.24,99.96,99.96,52.89,43.9,84.47,74.33,31.87,52.01,39.82
2019-04-04,51.45,99.84,99.84,53.18,42.89,85.28,74.35,31.98,51.4,39.18
2019-04-05,51.18,102.45,102.45,53.25,43.32,85.4,75.03,32.35,52.04,39.89
2019-04-08,51.25,104.35,104.35,51.94,42.9,84.73,75.2,32.39,51.59,39.56
2019-04-09,50.99,102.84,102.84,51.89,41.72,84.28,75.12,31.75,50.11,38.92
2019-04-10,51.29,103.87,103.87,52.62,42.17,84.88,75.48,31.88,50.69,38.99
2019-04-11,51.69,99.92,99.92,53.0,42.28,85.0,75.87,32.2,50.83,39.0
2019-04-12,52.81,106.28,106.28,53.13,42.01,86.24,76.65,32.2,51.83,39.54
2019-04-15,52.6,105.96,105.96,52.29,41.82,86.83,76.16,32.02,51.86,38.73
2019-04-16,53.44,106.87,106.87,52.78,42.76,87.8,75.7,32.25,54.29,36.88
2019-04-17,48.35,108.24,108.24,52.76,43.15,88.73,75.12,31.95,54.45,35.5
2019-04-18,48.41,107.28,107.28,52.18,43.4,89.2,76.06,32.03,55.39,35.49
2019-04-22,48.19,111.2,111.2,51.71,43.4,87.36,75.4,32.08,54.21,35.8
2019-04-23,48.47,111.81,111.81,52.79,42.77,87.43,75.99,32.1,54.45,36.5
2019-04-24,48.15,111.04,111.04,52.93,43.03,88.39,76.39,30.79,53.94,36.83
2019-04-25,48.55,109.61,109.61,53.35,42.75,87.56,77.11,30.34,52.95,36.61
2019-04-26,48.43,107.21,107.21,52.98,42.1,88.31,77.45,30.68,50.92,37.11
2019-04-29,49.38,106.9,106.9,53.83,42.11,88.26,76.91,30.88,50.47,37.05
2019-04-30,49.66,106.39,106.39,54.23,42.06,87.83,77.68,30.96,51.12,38.38
2019-05-01,49.43,101.37,101.37,53.9,41.9,85.9,77.52,30.79,50.8,37.99
2019-05-02,49.83,99.12,99.12,53.37,42.56,85.27,77.47,30.62,49.76,38.52
2019-05-03,49.97,100.47,100.47,53.62,43.33,85.7,78.05,30.7,50.8,39.29
2019-05-06,49.33,100.7,100.7,53.48,42.13,83.57,78.06,30.59,49.56,38.39
2019-05-07,48.14,98.23,98.23,52.21,40.26,82.54,77.96,30.53,47.21,38.3
2019-05-08,48.05,105.85,105.85,52.41,39.75,82.77,78.05,30.3,46.7,38.12
2019-05-09,47.78,108.24,108.24,52.46,39.27,82.98,77.9,30.38,46.42,37.15
2019-05-10,48.1,107.89,107.89,52.74,38.94,83.95,78.42,30.62,45.86,37.23
2019-05-13,47.15,107.2,107.2,51.04,37.38,82.53,76.68,30.47,42.99,36.12
2019-05-14,47.01,109.11,109.11,51.65,38.51,83.67,77.06,31.09,44.63,37.19
2019-05-15,46.51,109.06,109.06,52.01,38.41,84.01,77.76,31.25,45.49,37.44
2019-05-16,46.54,110.63,110.63,52.59,37.31,84.28,78.9,31.62,45.09,37.42
2019-05-17,46.08,111.02,111.02,52.24,36.06,84.57,78.91,31.8,44.63,36.66
2019-05-20,45.97,109.66,109.66,52.01,34.62,82.85,76.66,32.19,41.95,35.15
