date,0
2015-06-24,
2015-06-25,10046.67988170241
2015-06-26,10103.755970575416
2015-06-29,9937.68739150311
2015-06-30,9913.67541771485
2015-07-01,9944.163208760468
2015-07-02,9967.975409274844
2015-07-06,9952.738493726169
2015-07-07,9996.168249708437
2015-07-08,9753.070838757603
2015-07-09,9741.283410316672
2015-07-10,9851.750432957611
2015-07-13,9967.289423717006
2015-07-14,10007.012913482027
2015-07-15,9938.639569996445
2015-07-16,10041.93888188729
2015-07-17,10016.844982084809
2015-07-20,10021.875884181141
2015-07-21,10019.66194152556
2015-07-22,10029.074915640876
2015-07-23,9984.60794218693
2015-07-24,10008.991356212486
2015-07-27,9976.866852329636
2015-07-28,10024.66620268047
2015-07-29,10102.06896269536
2015-07-30,10154.624777993557
2015-07-31,10123.26263140011
2015-08-03,10135.863646293017
2015-08-04,10172.79738755022
2015-08-05,10207.877231022438
2015-08-06,10078.105303882683
2015-08-07,10080.273935650108
2015-08-10,10159.004338076336
2015-08-11,10122.778197530166
2015-08-12,9997.497750830267
2015-08-13,9990.80768207694
2015-08-14,10053.56984473115
2015-08-17,10121.70910452572
2015-08-18,10147.937911098463
2015-08-19,10139.677115146382
2015-08-20,9928.110060623952
2015-08-21,9629.506093847665
2015-08-24,9258.860488602371
2015-08-25,9162.404249782861
2015-08-26,9512.238491059805
2015-08-27,9772.33944851426
2015-08-28,9730.78138759989
2015-08-31,9642.485943694588
2015-09-01,9387.596381988977
2015-09-02,9582.395884497642
2015-09-03,9601.936470871993
2015-09-04,9476.211503644734
2015-09-08,9652.732279797503
2015-09-09,9555.68114140192
2015-09-10,9593.212517957209
2015-09-11,9652.195194185872
2015-09-14,9623.661577929444
2015-09-15,9726.07668430311
2015-09-16,9773.936638192512
2015-09-17,9737.324483499395
2015-09-18,9651.244282495963
2015-09-21,9709.299721862964
2015-09-22,9611.495760337159
2015-09-23,9622.303239174029
2015-09-24,9606.568309015356
2015-09-25,9751.810029650742
2015-09-28,9530.075241270324
2015-09-29,9546.395341520507
2015-09-30,9718.013742845194
2015-10-01,9751.782662545991
2015-10-02,9792.054824223982
2015-10-05,9984.05914935642
2015-10-06,9922.025299692123
2015-10-07,9919.23535481715
2015-10-08,10019.325043871828
2015-10-09,10000.932730321432
2015-10-12,10069.048093898218
2015-10-13,10011.345124741207
2015-10-14,9952.902694234439
2015-10-15,10089.851200166491
2015-10-16,10154.39960137688
2015-10-19,10179.554198896543
2015-10-20,10228.97540599792
2015-10-21,10175.802993919691
2015-10-22,10330.094203205024
2015-10-23,10355.395107899834
2015-10-26,10369.93291386368
2015-10-27,10262.570650431253
2015-10-28,10374.405306948054
2015-10-29,10342.525009834453
2015-10-30,10314.034008864432
2015-11-02,10347.104032262741
2015-11-03,10387.587618317806
2015-11-04,10322.680541015277
2015-11-05,10349.419508351815
2015-11-06,10344.82138334758
2015-11-09,10240.108996747236
2015-11-10,10256.17925986684
2015-11-11,10256.20369004284
2015-11-12,10158.771566265612
2015-11-13,9995.555044864997
2015-11-16,10160.554882986055
2015-11-17,10184.186845779208
2015-11-18,10338.707369820862
2015-11-19,10339.920697739566
2015-11-20,10422.159707981658
2015-11-23,10410.71027267882
2015-11-24,10364.370597520114
2015-11-25,10399.022945182043
2015-11-27,10416.436706125645
2015-11-30,10388.844187049013
2015-12-01,10427.305457775601
2015-12-02,10374.87309229383
2015-12-03,10198.906696553151
2015-12-04,10516.524003258672
2015-12-07,10525.137904634725
2015-12-08,10406.499889183433
2015-12-09,10274.67762992172
2015-12-10,10315.495059365172
2015-12-11,10075.931792640082
2015-12-14,10147.110398533288
2015-12-15,10254.199462447252
2015-12-16,10405.69079105611
2015-12-17,10247.673581369743
2015-12-18,10090.916572957782
2015-12-21,10227.581953618783
2015-12-22,10324.320404835162
2015-12-23,10379.702833242776
2015-12-24,10343.134384767609
2015-12-28,10359.581560991059
2015-12-29,10452.63201755897
2015-12-30,10368.968675443106
2015-12-31,10274.759558384929
2016-01-04,10129.238741907211
2016-01-05,10192.678958761537
2016-01-06,10048.260525181106
2016-01-07,9841.945793016135
2016-01-08,9804.282782607703
2016-01-11,9925.451096955956
2016-01-12,10000.438452702985
2016-01-13,9827.181570937219
2016-01-14,9967.433465682427
2016-01-15,9812.435316304
2016-01-19,9923.132693082636
2016-01-20,9769.616576871607
2016-01-21,9913.980901389761
2016-01-22,10040.16412627873
2016-01-25,9936.78423201969
2016-01-26,10071.744508962465
2016-01-27,10004.529754557005
2016-01-28,10078.945884362316
2016-01-29,10274.196713591438
2016-02-01,10310.434955543371
2016-02-02,10182.227473611074
2016-02-03,10242.73651595936
2016-02-04,10172.70130239931
2016-02-05,9991.492438090778
2016-02-08,9908.559003988328
2016-02-09,9889.871024926639
2016-02-10,9919.387721412571
2016-02-11,9818.012303732352
2016-02-12,9955.764566864964
2016-02-16,10067.434202247567
2016-02-17,10151.374628564454
2016-02-18,10174.079514941632
2016-02-19,10175.28510207209
2016-02-22,10314.120747334688
2016-02-23,10270.77875071394
2016-02-24,10302.798138229095
2016-02-25,10436.966310035019
2016-02-26,10422.425706546328
2016-02-29,10341.387091612518
2016-03-01,10558.895620684476
2016-03-02,10592.35317460109
2016-03-03,10615.845976129345
2016-03-04,10601.815639915085
2016-03-07,10572.78020347869
2016-03-08,10535.792963139966
2016-03-09,10469.612510982195
2016-03-10,10529.320256027477
2016-03-11,10611.239707182152
2016-03-14,10658.602675745697
2016-03-15,10704.007177214726
2016-03-16,10760.93882675465
2016-03-17,10830.562303945657
2016-03-18,10799.88564358842
